	review	label	index	wordcount	length_bracket	prediction_zeroshot	Qwen-0.5B_zeroshot	prediction_fewshot	Qwen-0.5B_fewshot	prediction_fewshot-with-most-similar-examples	Qwen-0.5B_fewshot-with-most-similar-examples	Qwen-1.5B_zeroshot	Qwen-1.5B_fewshot	Qwen-1.5B_fewshot-with-most-similar-examples	review_dup	label_dup	wordcount_dup	length_bracket_dup	prediction_chain-of-thought-instructions	Qwen-0.5B_chain-of-thought-instructions	prediction_chain-of-thought-traditional	Qwen-0.5B_chain-of-thought-traditional	Qwen-1.5B_chain-of-thought-instructions	Qwen-1.5B_chain-of-thought-traditional	prediction_chain-of-thought-with-numeric-rating	Qwen-0.5B_chain-of-thought-with-numeric-rating	rating-Qwen-0.5B	Qwen-1.5B_chain-of-thought-with-numeric-rating	rating-Qwen-1.5B	prediction_chain-of-thought-rewatch-likelihood	Qwen-0.5B_chain-of-thought-rewatch-likelihood	likelihood_to_rewatch-Qwen-0.5B	Qwen-1.5B_chain-of-thought-rewatch-likelihood	likelihood_to_rewatch-Qwen-1.5B	prediction_rating-based_sentiment-analysis	Qwen-0.5B_rating-based_sentiment-analysis	rating-Qwen-0.5B_dup	prediction_keyword-based_sentiment_analysis	Qwen-0.5B_keyword-based_sentiment_analysis	key_phrases-Qwen-0.5B	Qwen-1.5B_rating-based_sentiment-analysis	rating-Qwen-1.5B_dup	Qwen-1.5B_keyword-based_sentiment_analysis	key_phrases-Qwen-1.5B
51	This movie is about a very delicate argument and if you are searching for something that makes you think here you are right. Tim Robbins has made a wonderful job and the result is a kind of docu-drama that should be shown in schools (for the strong themes treated). What about the actors? Well, they are simply great; Susan Sarandon is truly 'the face of love' and Sean Penn is unbelievable as almost always. An absolutely must-see!	1	644	77	0	1	TP	1.0	TP	1.0	TP	TP	TP	TP	This movie is about a very delicate argument and if you are searching for something that makes you think here you are right. Tim Robbins has made a wonderful job and the result is a kind of docu-drama that should be shown in schools (for the strong themes treated). What about the actors? Well, they are simply great; Susan Sarandon is truly 'the face of love' and Sean Penn is unbelievable as almost always. An absolutely must-see!	1	77	0	1	TP	1.0	TP	TP	TP	1	TP	7.666666666666667	TP	9.333333333333334	1	TP	10.0	TP	10.0	1	TP	9.0	1.0	TP	"- ""must-see""
- ""wonderful job""
- ""simply great""
- ""unbelievable""
- ""strong themes""
- ""truly 'the face of love'"""	TP	10.0	TP	"- ""must-see""
- ""wonderful job""
- ""simply great""
- ""unbelievable""
- ""strong themes""
- ""truly 'the face of love'"""
52	this was a real guilt pleasure ... i saw the trailer and all the advertising, so i figured 'why not check out this vh1 movie?' and, as they used to say on t.v., 'i can't believe i watched the whole thing!' quinn and harris were believable beatle boys, and, although the accents were sort of over-the-top and difficult to decipher at times, i found the dialogue believable as well. the film touched upon the tenuous relationship of len/mc and showed how, deep down, they were simply two guys who grew up close together and shared a passion for music - coming at it, though, with different sets of issues and personal needs. you find yourself wishing they'd hopped in the cab to snl for an impromptu reunion that would have knocked the world's socks off, but you also gain a greater appreciation for why they didn't	1	651	146	2	1	TP	1.0	TP	1.0	TP	TP	TP	TP	this was a real guilt pleasure ... i saw the trailer and all the advertising, so i figured 'why not check out this vh1 movie?' and, as they used to say on t.v., 'i can't believe i watched the whole thing!' quinn and harris were believable beatle boys, and, although the accents were sort of over-the-top and difficult to decipher at times, i found the dialogue believable as well. the film touched upon the tenuous relationship of len/mc and showed how, deep down, they were simply two guys who grew up close together and shared a passion for music - coming at it, though, with different sets of issues and personal needs. you find yourself wishing they'd hopped in the cab to snl for an impromptu reunion that would have knocked the world's socks off, but you also gain a greater appreciation for why they didn't	1	146	2	1	TP	1.0	TP	TP	TP	1	TP	9.0	TP	8.0	1	TP	10.0	TP	8.666666666666666	1	TP	8.0	1.0	TP	"- guilt pleasure
- believable
- dialogue believable
- tenuous relationship
- appreciation"	TP	7.0	TP	"- guilt pleasure
- believable
- dialogue believable
- tenuous relationship
- appreciation"
53	i think the title of the movie describes it well. if you are looking for a documentary on louis kahn and his work, you'll have to look somewhere else. although some of that is covered in this film.  of course, i eat up pretty much anything i'm fed, and i don't know much of the family history revolving around this case. so i believed what i was told about nathaniel and his father, etc.  for what this movie was, i thought it was pretty good. a little slow and grabbing for attention at time, i wish that nathaniel would have focused a little more on his father's work than his family drama (although much of the history was interesting, louis was a bit of a player).  this really is a journey through someone's life, and i was happy to tag along for the experience. a learning experience for me, and so it seems, for the filmmaker as well.  oh, and the footage of some of kahn's work is *stunning*	1	659	169	3	1	TP	1.0	FN	1.0	FN	TP	TP	TP	i think the title of the movie describes it well. if you are looking for a documentary on louis kahn and his work, you'll have to look somewhere else. although some of that is covered in this film.  of course, i eat up pretty much anything i'm fed, and i don't know much of the family history revolving around this case. so i believed what i was told about nathaniel and his father, etc.  for what this movie was, i thought it was pretty good. a little slow and grabbing for attention at time, i wish that nathaniel would have focused a little more on his father's work than his family drama (although much of the history was interesting, louis was a bit of a player).  this really is a journey through someone's life, and i was happy to tag along for the experience. a learning experience for me, and so it seems, for the filmmaker as well.  oh, and the footage of some of kahn's work is *stunning*	1	169	3	1	TP	1.0	TP	TP	TP	1	TP	8.0	TP	6.333333333333333	1	TP	7.666666666666667	TP	6.666666666666667	1	TP	6.0	1.0	TP	"- documentary on Louis Kahn
- ""pretty good""
- ""a little slow""
- ""grabbing for attention""
- ""focused a little more on his father's work""
- ""stunning"" footage"	TP	6.333333333333333	TP	"- documentary on Louis Kahn
- ""pretty good""
- ""a little slow""
- ""grabbing for attention""
- ""focused a little more on his father's work""
- ""stunning"" footage"
54	One of the two Best Films of the year. A well filmed, well written, well put together film with an outstanding cast. Lau Ching Wan and his friends (Dayo Wong Chi Wa, Anthony Wong Chau Sun, Francis Ng Chun Yu, Jordan Chan Siu Chun, Cheung Man Tat) had great chemistry before the film and their friendship shows in their performances. Theresa Lee plays her comedic role well (Though much like a female version of Michael Wong, her gag seems to be the foreign born Chinese surrounded by native HKers.), and I found myself cheering for innovative explosive scenes, something I haven't done since 1. the fan boys took over alt.asian-movies and 2. John woo's Hardboiled. Sure the ending was expected, but I feel better cheering for cops than a bunch of young gang members. Highly enjoyable.	1	662	136	2	1	TP	1.0	TP	1.0	TP	TP	TP	TP	One of the two Best Films of the year. A well filmed, well written, well put together film with an outstanding cast. Lau Ching Wan and his friends (Dayo Wong Chi Wa, Anthony Wong Chau Sun, Francis Ng Chun Yu, Jordan Chan Siu Chun, Cheung Man Tat) had great chemistry before the film and their friendship shows in their performances. Theresa Lee plays her comedic role well (Though much like a female version of Michael Wong, her gag seems to be the foreign born Chinese surrounded by native HKers.), and I found myself cheering for innovative explosive scenes, something I haven't done since 1. the fan boys took over alt.asian-movies and 2. John woo's Hardboiled. Sure the ending was expected, but I feel better cheering for cops than a bunch of young gang members. Highly enjoyable.	1	136	2	1	TP	1.0	TP	TP	TP	1	TP	9.0	TP	9.333333333333334	1	TP	10.0	TP	10.0	1	TP	8.0	1.0	TP	"- ""One of the two Best Films of the year""
- ""well filmed, well written, well put together""
- ""outstanding cast""
- ""great chemistry""
- ""cheering for innovative explosive scenes""
- ""Highly enjoyable"""	TP	9.333333333333334	TP	"- ""One of the two Best Films of the year""
- ""well filmed, well written, well put together""
- ""outstanding cast""
- ""great chemistry""
- ""cheering for innovative explosive scenes""
- ""Highly enjoyable"""
55	I watched Written on The Wind starring Rock Hudson,Lauren Becall,Robert Stack & Dorothy Malone- Robert Stack was terrible- just bloody horrible- he was supposed to be a charming jet-setting millionaire- instead he came off like a jerk from the word go- the plot was stupid and overwrought and the 3 'romantic' leads had no chemistry. Somehow Dorothy Malone won an Oscar for best supporting actress- although her campy tramp character was boring- think the older sister from Splendour in The Grass filled with malice and bitterness and lacking charisma. Director Douglas Sirk has the entire cast overact their way through dialogue that felt forced and the end result was a waste of 99 minutes. Had a cameo by the actor that played the chief on Get Smart	0	675	127	1	0	TN	0.0	TN	0.0	FP	TN	TN	TN	I watched Written on The Wind starring Rock Hudson,Lauren Becall,Robert Stack & Dorothy Malone- Robert Stack was terrible- just bloody horrible- he was supposed to be a charming jet-setting millionaire- instead he came off like a jerk from the word go- the plot was stupid and overwrought and the 3 'romantic' leads had no chemistry. Somehow Dorothy Malone won an Oscar for best supporting actress- although her campy tramp character was boring- think the older sister from Splendour in The Grass filled with malice and bitterness and lacking charisma. Director Douglas Sirk has the entire cast overact their way through dialogue that felt forced and the end result was a waste of 99 minutes. Had a cameo by the actor that played the chief on Get Smart	0	127	1	0	TN	0.0	TN	TN	TN	0	TN	1.0	TN	1.0	0	FP	7.0	TN	3.3333333333333335	0	TN	1.0	0.0	TN	"- Robert Stack was terrible
- Robert Stack came off like a jerk
- plot was stupid and overwrought
- 3 'romantic' leads had no chemistry
- Dorothy Malone won an Oscar for best supporting actress
- Dorothy Malone's character was boring
- director Douglas Sirk overacts
- end result was a waste of time"	TN	2.0	TN	"- Robert Stack was terrible
- Robert Stack came off like a jerk
- plot was stupid and overwrought
- 3 'romantic' leads had no chemistry
- Dorothy Malone won an Oscar for best supporting actress
- Dorothy Malone's character was boring
- director Douglas Sirk overacts
- end result was a waste of time"
56	Beginning with the poster (featuring only Morgan Freeman and Kevin Spacey), the entire movie was a fraud. One stereotype after another, this movie was about nothing - or nothing new, at least. After 10-15 minutes, you realize that you've just paid to see Justin Timberlake and LL Cool J recite their way through another cop-flick.  Basically, the story is about the corrupt system in some city, all secretly supported by the backbone business and in town, under the watchful eye of some hot-shot politician. The almighty and above-the-law organization is called FRAT and guess what? they've got a kick-ass loony cop shooting and beating at will - suspects, girlfriends, you name it. FRAT cops are corrupt and greedy, so they end up making mistakes that get discovered by a young and talented (!!!) journalist. One hour later, after a series of unbelievably bad-made shooting scenes and more stereotype lines, everything ends happily and we get served the final line : you can't beat the system. Bah! Don't see this waste of film roll. Freeman and Spacey barely have 10 min altogether!	0	686	181	3	0	TN	0.0	TN	0.0	TN	TN	TN	TN	Beginning with the poster (featuring only Morgan Freeman and Kevin Spacey), the entire movie was a fraud. One stereotype after another, this movie was about nothing - or nothing new, at least. After 10-15 minutes, you realize that you've just paid to see Justin Timberlake and LL Cool J recite their way through another cop-flick.  Basically, the story is about the corrupt system in some city, all secretly supported by the backbone business and in town, under the watchful eye of some hot-shot politician. The almighty and above-the-law organization is called FRAT and guess what? they've got a kick-ass loony cop shooting and beating at will - suspects, girlfriends, you name it. FRAT cops are corrupt and greedy, so they end up making mistakes that get discovered by a young and talented (!!!) journalist. One hour later, after a series of unbelievably bad-made shooting scenes and more stereotype lines, everything ends happily and we get served the final line : you can't beat the system. Bah! Don't see this waste of film roll. Freeman and Spacey barely have 10 min altogether!	0	181	3	0	TN	0.0	TN	TN	TN	0	TN	1.0	TN	1.0	0	TN	1.0	TN	1.0	0	TN	1.0	0.0	TN	"- ""fraud""
- ""nothing""
- ""nothing new""
- ""cop-flick""
- ""stereotype""
- ""corrupt system""
- ""corrupt and greedy""
- ""unbelievably bad-made""
- ""waste of film roll""
- ""Bah!""
- ""stereotype lines""
- ""you can't beat the system""
- ""stereotypical""
- ""stereotypical""
- ""stereotypical""
- ""stereotypical""
- ""stereotypical""
- ""stereotypical""
- ""stereotypical""
- ""stereotypical""
- ""stereotypical""
- ""stereotypical""
- ""stereotypical""
- ""stereotypical""
- ""stereotypical""
- ""stereotypical""
- ""stereotypical""
- ""stereotypical""
- ""stereotypical""
- ""stereotypical""
- ""stereotypical""
- ""stereotypical""
- ""stereotypical""
-"	TN	1.3333333333333333	TN	"- ""fraud""
- ""nothing""
- ""nothing new""
- ""cop-flick""
- ""stereotype""
- ""corrupt system""
- ""corrupt and greedy""
- ""unbelievably bad-made""
- ""waste of film roll""
- ""Bah!""
- ""stereotype lines""
- ""you can't beat the system""
- ""stereotypical""
- ""stereotypical""
- ""stereotypical""
- ""stereotypical""
- ""stereotypical""
- ""stereotypical""
- ""stereotypical""
- ""stereotypical""
- ""stereotypical""
- ""stereotypical""
- ""stereotypical""
- ""stereotypical""
- ""stereotypical""
- ""stereotypical""
- ""stereotypical""
- ""stereotypical""
- ""stereotypical""
- ""stereotypical""
- ""stereotypical""
- ""stereotypical""
- ""stereotypical""
-"
57	For domestic audiences I can see how they would applaud this movie. For outsiders, with no vested interests, it did not make much sense. The Germans were portrayed as incompetents and the Russians as heroes. The supposedly romantic angle was superfluous and a distraction. How a young woman could 'love' the lieutenant from just glimpsing him was nonsense. How she could, as mentioned at the end of the movie, never marry just because of this infatuation was beyond me. I mentioned the Germans were portrayed as idiots and that was exemplified in the chase into the marsh. Several hundred German troops advanced, pushing the Russians into the marsh. So the Russians hid and the Germans stopped at the edge of the marsh and just stood there listening. I suppose they did not want to get their boots wet, but I am sure an officer would have ordered 20 or 30 men into the water to search the marsh. But that would have ended the story. Also, the Germans entered the barn where the Russians were hiding in the loft and did not bother to fire into the roof. At the worst some soldier would have tossed a grenade into the loft and not climbed a ladder to peer in.  I did see some reviewers who said they cried at the end. I wonder why? You knew this small band would perish and they was nothing heart-tugging in that.	0	703	238	4	0	TN	0.0	TN	0.0	FP	TN	TN	TN	For domestic audiences I can see how they would applaud this movie. For outsiders, with no vested interests, it did not make much sense. The Germans were portrayed as incompetents and the Russians as heroes. The supposedly romantic angle was superfluous and a distraction. How a young woman could 'love' the lieutenant from just glimpsing him was nonsense. How she could, as mentioned at the end of the movie, never marry just because of this infatuation was beyond me. I mentioned the Germans were portrayed as idiots and that was exemplified in the chase into the marsh. Several hundred German troops advanced, pushing the Russians into the marsh. So the Russians hid and the Germans stopped at the edge of the marsh and just stood there listening. I suppose they did not want to get their boots wet, but I am sure an officer would have ordered 20 or 30 men into the water to search the marsh. But that would have ended the story. Also, the Germans entered the barn where the Russians were hiding in the loft and did not bother to fire into the roof. At the worst some soldier would have tossed a grenade into the loft and not climbed a ladder to peer in.  I did see some reviewers who said they cried at the end. I wonder why? You knew this small band would perish and they was nothing heart-tugging in that.	0	238	4	0	TN	1.0	TN	TN	FP	0	TN	3.3333333333333335	TN	1.6666666666666667	0	TN	4.0	TN	2.3333333333333335	0	TN	2.0	0.0	TN	"- ""domestic audiences would applaud""
- ""did not make much sense""
- ""superfluous and a distraction""
- ""romantic angle was superfluous and a distraction""
- ""nonsense""
- ""beyond me""
- ""How a young woman could 'love' the lieutenant from just glimpsing him was nonsense""
- ""beyond me""
- ""How she could, as mentioned at the end of the movie, never marry just because of this infatuation was beyond me""
- ""exemplified in the chase into the marsh""
- ""German troops advanced, pushing the Russians into the marsh""
- ""German troops advanced, pushing the Russians into the marsh""
- ""German troops advanced, pushing the Russians into the marsh""
- ""German troops advanced, pushing the Russians into the marsh""
- ""German troops advanced, pushing the Russians into the marsh""
- ""German troops advanced, pushing the Russians into the marsh""
- ""German troops advanced, pushing"	TN	2.0	TN	"- ""domestic audiences would applaud""
- ""did not make much sense""
- ""superfluous and a distraction""
- ""romantic angle was superfluous and a distraction""
- ""nonsense""
- ""beyond me""
- ""How a young woman could 'love' the lieutenant from just glimpsing him was nonsense""
- ""beyond me""
- ""How she could, as mentioned at the end of the movie, never marry just because of this infatuation was beyond me""
- ""exemplified in the chase into the marsh""
- ""German troops advanced, pushing the Russians into the marsh""
- ""German troops advanced, pushing the Russians into the marsh""
- ""German troops advanced, pushing the Russians into the marsh""
- ""German troops advanced, pushing the Russians into the marsh""
- ""German troops advanced, pushing the Russians into the marsh""
- ""German troops advanced, pushing the Russians into the marsh""
- ""German troops advanced, pushing"
58	I signed in just to comment on how awfully stupid this movie is. Besides being a rip-off of Executive Decision or Air Force One or any other kind of terrorist story, this is the kind of movie that makes you appreciate seeing a movie that can take the same basic ideas and do it well. It's hard to blame the actors when they are given such a stupid, cliché-ridden script to work with. It's bad enough if you groan once in a movie when you encounter an insult to your intelligence, but when you find yourself groaning over and over again, you have to conclude that the director also isn't the brightest bulb in the movie business, nor are the producers for deciding to bring this story to the screen in the first place. The mostly low-rent actors you can excuse for taking on this assignment, because they most likely showed up to get the money and exposure, not that being a part of this joke-of-a-movie is going to earn them any awards or recognition. It may end up embarrassing them for having such poor judgment as to get involved in such a loser. I see no point in summarizing the plot or even in giving any examples to prove my case, for, to do so, would be cruel and unusual punishment that no one involved in this debacle could withstand. Just as studying well-made movies can inspire you how to make a good, skillfully put-together work of art and beauty, the only thing that you can learn from watching this monstrosity is what NOT to do and what does NOT work! Be warned.	0	713	274	5	0	TN	0.0	TN	0.0	TN	TN	TN	TN	I signed in just to comment on how awfully stupid this movie is. Besides being a rip-off of Executive Decision or Air Force One or any other kind of terrorist story, this is the kind of movie that makes you appreciate seeing a movie that can take the same basic ideas and do it well. It's hard to blame the actors when they are given such a stupid, cliché-ridden script to work with. It's bad enough if you groan once in a movie when you encounter an insult to your intelligence, but when you find yourself groaning over and over again, you have to conclude that the director also isn't the brightest bulb in the movie business, nor are the producers for deciding to bring this story to the screen in the first place. The mostly low-rent actors you can excuse for taking on this assignment, because they most likely showed up to get the money and exposure, not that being a part of this joke-of-a-movie is going to earn them any awards or recognition. It may end up embarrassing them for having such poor judgment as to get involved in such a loser. I see no point in summarizing the plot or even in giving any examples to prove my case, for, to do so, would be cruel and unusual punishment that no one involved in this debacle could withstand. Just as studying well-made movies can inspire you how to make a good, skillfully put-together work of art and beauty, the only thing that you can learn from watching this monstrosity is what NOT to do and what does NOT work! Be warned.	0	274	5	0	TN	0.0	TN	TN	TN	0	TN	1.0	TN	1.0	0	TN	0.6666666666666666	TN	1.0	0	TN	1.0	0.0	TN	"- Awfully stupid
- Rip-off
- Cliché-ridden script
- Bad enough
- Director not the brightest
- Poor judgment
- Embarrassing
- Monstrosity
- What NOT to do
- What does NOT work"	TN	1.3333333333333333	TN	"- Awfully stupid
- Rip-off
- Cliché-ridden script
- Bad enough
- Director not the brightest
- Poor judgment
- Embarrassing
- Monstrosity
- What NOT to do
- What does NOT work"
59	I am still waiting for years a new DVD issue of this marvelous film. I own a beta max recording with FRENCH language. Unfortunately, MGM omits the french track on his recent DVD... Just English spoken an french subtitles...I don't know how make MGM to be advised: I wrote emails to them but, of course, no answer. If I insist, it's because exceptionally, the dubbing track in french was spectacular, funny, well written etc... George C. Scott acting is always outstanding and, for people born like me during the 50ies, Diana Rigg represents something very different than Madonna (for example). Thanks for help... Kind regards...	1	715	105	0	1	TP	1.0	FN	1.0	TP	TP	TP	TP	I am still waiting for years a new DVD issue of this marvelous film. I own a beta max recording with FRENCH language. Unfortunately, MGM omits the french track on his recent DVD... Just English spoken an french subtitles...I don't know how make MGM to be advised: I wrote emails to them but, of course, no answer. If I insist, it's because exceptionally, the dubbing track in french was spectacular, funny, well written etc... George C. Scott acting is always outstanding and, for people born like me during the 50ies, Diana Rigg represents something very different than Madonna (for example). Thanks for help... Kind regards...	1	105	0	0	TP	1.0	TP	FN	TP	1	TP	9.333333333333334	TP	9.0	1	TP	10.0	TP	10.0	0	TP	9.0	1.0	TP	"- ""marvelous film""
- ""I am still waiting""
- ""omits the french track""
- ""no answer""
- ""exceptionally""
- ""George C. Scott acting is always outstanding""
- ""Diana Rigg represents something very different""
- ""Thanks for help"""	FN	3.6666666666666665	TP	"- ""marvelous film""
- ""I am still waiting""
- ""omits the french track""
- ""no answer""
- ""exceptionally""
- ""George C. Scott acting is always outstanding""
- ""Diana Rigg represents something very different""
- ""Thanks for help"""
60	You play as B.J. Blazkowicz, a US secret agent soldier tough guy who is sent to uncover Nazi secret and turn the tide of World War II. That means everything from breaking out of a Nazi dungeon to thwarting Hitler's war machine and even the Fuhrer himself.  This is quite possibly the most influential game of its time. That's because it literally inspired obsession. Many games existed at the time and even more do today, but every so often you get a real grabber. This is one of them. Just like Tetris before it and more recently GTA III in 2002. Yes, Doom is better in almost every respect, but the shots heard around the world which led to one of gaming's biggest tidal waves were fired by B.J. Blazkowicz. The Space Marine, Duke Nukem, Max Payne, Serious Sam, John Mullins, JC Denton, Agent 47, Gordon Freeman and legions of others owe their existence to the guys at ID. Whether directly or, in most cases, indirectly, but they still do.  Even with its old look, very aged graphics, super simple gameplay (this is really a game, games now border on the 'experience level') and highly rectangular levels, the scope of all six episodes provides lots of fun. Especially discovering those secrets with treasure and a chaingun in them.  Also: 'Halt!' *bang! bang! bang!* 'AARRRGH!!!' never grows old. --- 8/10  Voluntarily rated PC-13 for 'profound carnage.' However, it's exceptionally tame when compared to what games have today.	1	725	246	4	1	TP	1.0	FN	1.0	TP	TP	TP	TP	You play as B.J. Blazkowicz, a US secret agent soldier tough guy who is sent to uncover Nazi secret and turn the tide of World War II. That means everything from breaking out of a Nazi dungeon to thwarting Hitler's war machine and even the Fuhrer himself.  This is quite possibly the most influential game of its time. That's because it literally inspired obsession. Many games existed at the time and even more do today, but every so often you get a real grabber. This is one of them. Just like Tetris before it and more recently GTA III in 2002. Yes, Doom is better in almost every respect, but the shots heard around the world which led to one of gaming's biggest tidal waves were fired by B.J. Blazkowicz. The Space Marine, Duke Nukem, Max Payne, Serious Sam, John Mullins, JC Denton, Agent 47, Gordon Freeman and legions of others owe their existence to the guys at ID. Whether directly or, in most cases, indirectly, but they still do.  Even with its old look, very aged graphics, super simple gameplay (this is really a game, games now border on the 'experience level') and highly rectangular levels, the scope of all six episodes provides lots of fun. Especially discovering those secrets with treasure and a chaingun in them.  Also: 'Halt!' *bang! bang! bang!* 'AARRRGH!!!' never grows old. --- 8/10  Voluntarily rated PC-13 for 'profound carnage.' However, it's exceptionally tame when compared to what games have today.	1	246	4	1	TP	1.0	FN	TP	TP	1	TP	8.0	TP	8.0	1	TP	10.0	TP	9.666666666666666	1	TP	8.0	1.0	TP	"- ""most influential game of its time""
- ""inspired obsession""
- ""real grabber""
- ""better in almost every respect""
- ""lots of fun""
- ""never grows old""
- ""exceptionally tame"""	TP	8.0	TP	"- ""most influential game of its time""
- ""inspired obsession""
- ""real grabber""
- ""better in almost every respect""
- ""lots of fun""
- ""never grows old""
- ""exceptionally tame"""
61	The title song for this movie ...........is the greatest free spirited ballad ever written! ! ! ! ! ! ! ! !  I first saw this movie back in 1978-79 when I first subscribed to cable. In 1979 cable was just starting to become common place in homes. (or at least that when it was becoming common here in Missouri).  This might very well be the first movie I ever watched on the pay channel called 'The Movie Channel' - which was called 'The Star Channel' back then, they changed the name to 'The Movie Channel' in the early 1980's........I received a free month of 'The Star Channel' with my new cable subscription. 'The Van' was one of the movies that was in heavy rotation on that network at that time.  I remember watching this movie back then, and thinking it was a typical teen flick(along the same lines as other medium budget teen flicks) ...the ones where the plot revolves around nudity and parties.  I totally forgot that this movie even existed until I recently seen this movie again after having not seeing it for decades( I found a copy of it on DVD for sale in cheap bin) I recognized it, and bought it for a mere $4.99.  Seems like I had remembered this film being much better that it was(is). However watching it back then was a different experience than watching now(30+ years later).  It was fun to see the kids listing to rock n roll music, smoking weed, and having sex in the back a fancy van(often all at the same time). This is what a good teen party movie should be.  There isn't much of a plot other than the fact that the main character fantasizes about having sex with his arch rivals good looking girlfriend ...he blows all of his college savings money to purchase a tricked out Dodge Van(with shag carpet walls . mirrored ceiling and a water bed in it)to get her attention, and he eventually gets to have sex with her. But his arch rival finds out and comes looking for him (so that the two of them can settle their differences by drag racing their vans)....he and his arch rival end up wrecking both of their vans, and instead of stealing away his arch rivals girlfriend, he wins over the heart of a preppy(lesser attractive) girl that he half/ass dates through most of the movie and he decides he is happier/better off and the movie ends.  the movie does have it's funny moments. But watching this movie 30+ years later, it becomes more of a trip down memory lane. Because I still can remember Pizza parlors, pinball arcades, It also brought back memories of cruising around a small town while we smoked pot as we would yell at good looking girls and hoping to get laid (sometimes I'd get lucky and get some decent looking girl to share a joint with me and we'd screw in the backseat afterwords, I also remember many of the songs in this move(when they were new)......this movie serves as a perfect time capsule for that era in those regards (brought back lots of memories)  the one thing that is depicted in this movie that I honestly can not remember is ....I never remember a time when full sized vans were as popular as this film depicts them as being. I remember that era very well, and I don't young men going around wishing they had a van. Instead I remember young men in the 70's (self included) wanting a Pontiac Trans Am, Chevy Camaro or a hot rod Ford Mustang, but never a van. This movie makes it appear as if vans were most popular item going and that every young man wanted one(which just wasn't true of that era)	0	730	636	6	1	FP	1.0	TN	1.0	FP	FP	FP	FP	The title song for this movie ...........is the greatest free spirited ballad ever written! ! ! ! ! ! ! ! !  I first saw this movie back in 1978-79 when I first subscribed to cable. In 1979 cable was just starting to become common place in homes. (or at least that when it was becoming common here in Missouri).  This might very well be the first movie I ever watched on the pay channel called 'The Movie Channel' - which was called 'The Star Channel' back then, they changed the name to 'The Movie Channel' in the early 1980's........I received a free month of 'The Star Channel' with my new cable subscription. 'The Van' was one of the movies that was in heavy rotation on that network at that time.  I remember watching this movie back then, and thinking it was a typical teen flick(along the same lines as other medium budget teen flicks) ...the ones where the plot revolves around nudity and parties.  I totally forgot that this movie even existed until I recently seen this movie again after having not seeing it for decades( I found a copy of it on DVD for sale in cheap bin) I recognized it, and bought it for a mere $4.99.  Seems like I had remembered this film being much better that it was(is). However watching it back then was a different experience than watching now(30+ years later).  It was fun to see the kids listing to rock n roll music, smoking weed, and having sex in the back a fancy van(often all at the same time). This is what a good teen party movie should be.  There isn't much of a plot other than the fact that the main character fantasizes about having sex with his arch rivals good looking girlfriend ...he blows all of his college savings money to purchase a tricked out Dodge Van(with shag carpet walls . mirrored ceiling and a water bed in it)to get her attention, and he eventually gets to have sex with her. But his arch rival finds out and comes looking for him (so that the two of them can settle their differences by drag racing their vans)....he and his arch rival end up wrecking both of their vans, and instead of stealing away his arch rivals girlfriend, he wins over the heart of a preppy(lesser attractive) girl that he half/ass dates through most of the movie and he decides he is happier/better off and the movie ends.  the movie does have it's funny moments. But watching this movie 30+ years later, it becomes more of a trip down memory lane. Because I still can remember Pizza parlors, pinball arcades, It also brought back memories of cruising around a small town while we smoked pot as we would yell at good looking girls and hoping to get laid (sometimes I'd get lucky and get some decent looking girl to share a joint with me and we'd screw in the backseat afterwords, I also remember many of the songs in this move(when they were new)......this movie serves as a perfect time capsule for that era in those regards (brought back lots of memories)  the one thing that is depicted in this movie that I honestly can not remember is ....I never remember a time when full sized vans were as popular as this film depicts them as being. I remember that era very well, and I don't young men going around wishing they had a van. Instead I remember young men in the 70's (self included) wanting a Pontiac Trans Am, Chevy Camaro or a hot rod Ford Mustang, but never a van. This movie makes it appear as if vans were most popular item going and that every young man wanted one(which just wasn't true of that era)	0	636	6	0	FP	1.0		TN	FP	1	FP	6.666666666666667	FP	7.333333333333333	0	FP	6.666666666666667	TN	4.666666666666667	1	FP	7.666666666666667	1.0	FP	"- ""greatest free spirited ballad ever written""
- ""fun to see the kids listing to rock n roll music, smoking weed, and having sex in the back a fancy van""
- ""It was fun to see the kids listing to rock n roll music, smoking weed, and having sex in the back a fancy van""
- ""This movie serves as a perfect time capsule for that era in those regards""
- ""I never remember a time when full sized vans were as popular as this film depicts them as being"""	FP	5.0	FP	"- ""greatest free spirited ballad ever written""
- ""fun to see the kids listing to rock n roll music, smoking weed, and having sex in the back a fancy van""
- ""It was fun to see the kids listing to rock n roll music, smoking weed, and having sex in the back a fancy van""
- ""This movie serves as a perfect time capsule for that era in those regards""
- ""I never remember a time when full sized vans were as popular as this film depicts them as being"""
